floor,floors_count,price,rooms_count,total_meters,year_of_construction
10,17,4700000,1.0,22.1,2023
1,17,4700000,1.0,28.7,2007
5,10,4700000,1.0,37.1,2012
10,18,4700000,1.0,36.5,2021
3,5,4700000,1.0,30.5,1963
9,9,4700000,1.0,31.8,1969
3,5,4700000,1.0,32.7,2012
5,10,4700000,1.0,39.7,2003
3,5,4700000,1.0,30.3,1966
7,10,4700000,1.0,40.7,2007
6,10,4700000,1.0,37.0,2007
7,18,4700000,1.0,27.8,2024
4,9,4735000,1.0,36.88,2023
4,5,4700000,1.0,29.0,1982
8,9,4700000,1.0,32.0,2007
1,4,4700000,1.0,34.0,2007
1,4,4700000,1.0,43.7,1953
21,29,4700000,1.0,26.0,2017
3,17,4750000,1.0,24.58,2024
4,18,4750000,1.0,35.0,1989
17,17,4750000,1.0,40.0,2014
14,17,4750000,1.0,39.1,2024
9,17,4780000,1.0,36.8,2025
3,13,4770000,1.0,39.4,2018
9,11,4799000,1.0,38.0,2014
5,5,4750000,1.0,30.0,2007
10,19,4750000,1.0,33.4,2014
5,5,4800000,1.0,33.5,2012
3,10,4800000,1.0,58.4,2011
3,10,4800000,1.0,37.73,2012
19,19,4800000,1.0,34.0,2013
6,9,4800000,1.0,28.9,1980
11,17,4800000,1.0,36.8,2012
2,10,4800000,1.0,38.3,2008
5,10,4800000,1.0,35.8,2014
2,12,4800000,1.0,35.4,1987
4,19,4800000,1.0,31.5,2023
9,10,4800000,1.0,37.5,2015
2,10,4800000,1.0,48.3,2023
9,17,4800000,1.0,41.4,2007
6,16,4800000,1.0,34.4,2007
1,12,4815000,1.0,40.81,2007
3,9,4800000,1.0,40.8,1988
4,10,4800000,1.0,49.0,2024
6,12,4800000,1.0,32.7,2017
14,18,4800000,1.0,48.9,2026
8,10,4800000,1.0,37.0,2007
1,9,4859000,1.0,29.3,1975
8,10,4850000,1.0,36.9,2007
11,17,4890000,1.0,24.0,2024
9,19,4850000,1.0,34.9,2018
12,18,4900000,1.0,49.0,2022
7,9,4900000,1.0,30.0,2007
4,5,4900000,1.0,27.9,1974
2,9,4900000,1.0,40.0,2008
13,13,4900000,1.0,46.0,2015
15,26,4900000,1.0,27.1,2025
5,5,4940000,1.0,42.0,2015
2,9,4900000,1.0,32.0,1984
3,17,4900000,1.0,34.6,2011
2,5,4900000,1.0,30.6,1959
4,9,4900000,1.0,40.5,2024
6,17,4900000,1.0,33.5,2014
8,10,4900000,1.0,20.9,2013
12,17,4900000,1.0,37.2,2021
2,9,4900000,1.0,30.0,1968
5,9,4900000,1.0,29.1,2007
6,20,4900000,1.0,37.7,2013
8,10,4900000,1.0,34.6,2007
9,9,4900000,1.0,39.7,2021
21,29,4900000,1.0,35.0,2015
24,25,4970000,1.0,27.7,2021
10,10,4999000,1.0,34.1,2013
5,5,4950000,1.0,42.0,1958
16,21,4950000,1.0,33.7,2025
1,17,4990000,1.0,41.7,1993
10,10,4950000,1.0,41.1,2009
1,17,4950000,1.0,36.4,2009
9,16,4950000,1.0,34.0,2007
15,15,4999000,1.0,29.8,2025
3,13,4990000,1.0,42.0,2024
3,4,4950000,1.0,32.0,1963
8,19,4950000,1.0,35.6,2018
6,10,4965000,1.0,33.9,2007
17,17,4950000,1.0,49.0,2015
2,17,4960000,1.0,38.54,2024
11,16,4970000,1.0,35.7,2023
11,18,4950000,1.0,34.5,2014
2,17,4999999,1.0,39.0,2007
2,17,5000000,1.0,36.1,2016
9,10,5000000,1.0,36.4,2012
11,20,5000000,1.0,38.0,2013
7,9,5000000,1.0,40.0,2021
9,9,5000000,1.0,28.9,1984
1,5,5000000,1.0,31.0,1962
7,16,5000000,1.0,41.8,2010
3,5,5000000,1.0,31.8,2007
14,14,5000000,1.0,30.3,2006
7,9,5000000,1.0,29.7,1970
9,10,5000000,1.0,40.0,2000
10,20,5000000,1.0,27.6,2022
17,17,5000000,1.0,33.8,2015
9,13,5000000,1.0,35.3,2024
12,13,5000000,1.0,35.3,2024
3,10,5000000,1.0,36.1,2012
1,17,5000000,1.0,36.7,2022
5,10,5000000,1.0,48.0,2007
9,10,5000000,1.0,44.7,2010
1,10,5000000,1.0,38.0,2006
4,17,5000000,1.0,35.0,2008
2,9,5000000,1.0,28.0,2010
9,10,5050000,1.0,45.8,2007
6,17,5090000,1.0,33.8,2013
9,10,5100000,1.0,35.8,2005
3,19,5100000,1.0,35.0,2013
12,25,5100000,1.0,28.2,2025
7,17,5100000,1.0,32.7,2017
22,28,5100000,1.0,30.31,2025
4,27,5100000,1.0,37.1,2014
7,10,5100000,1.0,37.2,2007
17,17,5100000,1.0,36.6,2019
15,17,5115900,1.0,42.0,2024
7,17,5100000,1.0,37.9,1997
8,10,5100000,1.0,37.5,2010
10,17,5100000,1.0,40.3,2024
15,17,5100000,1.0,59.3,2015
11,18,5100000,1.0,45.3,2014
10,10,5100000,1.0,37.5,1989
4,9,5100000,1.0,39.4,2021
7,24,5179500,1.0,42.7,2025
6,12,5150000,1.0,30.6,2020
2,17,5150000,1.0,49.68,2021
10,15,5150000,1.0,28.99,2026
15,17,5150000,1.0,41.3,2011
8,10,5150000,1.0,36.1,2024
4,11,5150000,1.0,38.0,2015
4,20,5150000,1.0,36.0,2013
9,13,5150000,1.0,34.0,2024
15,25,5150000,1.0,39.9,2007
6,10,5200000,1.0,36.4,2007
1,10,5230000,1.0,31.8,2004
3,10,5200000,1.0,33.0,2013
7,13,5200000,1.0,36.7,2026
6,9,5200000,1.0,35.2,1984
16,19,5200000,1.0,24.0,2017
3,12,5200000,1.0,35.0,1980
1,17,5200000,1.0,38.4,2021
4,12,5200000,1.0,37.3,1982
2,10,5200000,1.0,42.8,2007
7,22,5200000,1.0,35.6,2025
9,11,5200000,1.0,32.2,2012
11,16,5200000,1.0,40.2,2023
2,5,5200000,1.0,31.0,1963
5,10,5290000,1.0,44.0,2016
4,6,5290000,1.0,51.2,2016
18,27,5250000,1.0,40.2,2012
13,17,5270000,1.0,46.0,2016
2,4,5250000,1.0,42.7,2019
4,10,5250000,1.0,40.4,2007
14,19,5300000,1.0,28.0,2013
4,9,5300000,1.0,28.4,2026
9,10,5300000,1.0,32.7,2026
7,12,5300000,1.0,37.8,2023
8,11,5300000,1.0,36.0,2009
8,10,5300000,1.0,57.0,2010
4,25,5300000,1.0,32.0,2025
9,10,5300000,1.0,36.1,2024
17,17,5300000,1.0,29.0,2023
6,17,5300000,1.0,43.1,2024
9,17,5300000,1.0,34.8,2024
19,26,5300000,1.0,40.3,2014
6,7,5300000,1.0,38.3,2007
7,10,5300000,1.0,61.4,2007
4,5,5300000,1.0,29.0,2007
6,18,5300000,1.0,41.5,2022
1,10,5350000,1.0,36.2,2007
8,10,5390000,1.0,32.5,1997
9,10,5350000,1.0,58.5,2007
14,17,5350000,1.0,41.3,2009
2,16,5400000,1.0,37.2,2016
1,13,5444000,1.0,38.5,2017
17,17,5400000,1.0,32.2,2019
2,5,5440000,1.0,30.3,2007
4,10,5400000,1.0,33.0,2013
3,9,5400000,1.0,31.7,2007
7,13,5400000,1.0,38.0,2025
1,10,5450000,1.0,39.1,2007
22,27,5499000,1.0,32.5,2015
10,17,5480000,1.0,36.89,2026
6,10,5490000,1.0,47.9,2010
25,25,5499000,1.0,40.0,2007
16,16,5450000,1.0,38.4,2022
3,10,5490000,1.0,34.6,2004
2,11,5500000,1.0,37.0,2007
3,17,5500000,1.0,42.3,2024
9,25,5500000,1.0,26.6,2021
13,17,5500000,1.0,37.5,2024
13,14,5500000,1.0,36.6,2022
1,18,5500000,1.0,34.5,2018
3,9,5500000,1.0,31.6,1976
3,10,5500000,1.0,37.2,2014
11,14,5500000,1.0,40.0,2022
11,17,5590000,1.0,36.7,2007
6,9,5500000,1.0,33.2,2007
2,25,5500000,1.0,38.8,2021
5,17,5500000,1.0,43.4,2011
16,18,5500000,1.0,43.0,2020
4,9,5500000,1.0,38.0,2019
10,19,5500000,1.0,39.1,2019
6,9,5500000,1.0,35.0,1969
4,17,5500000,1.0,36.0,2007
2,8,5500000,1.0,39.4,2025
2,10,5500000,1.0,39.7,2009
16,17,5500000,1.0,32.5,2007
6,10,5500000,1.0,40.6,2007
5,9,5500000,1.0,41.5,2015
1,10,5500000,1.0,58.7,2007
10,18,5500000,1.0,39.8,2026
23,29,5600000,1.0,29.3,2007
3,10,5600000,1.0,33.9,2004
1,10,5600000,1.0,38.6,1993
16,17,5600000,1.0,37.0,2007
2,21,5600000,1.0,35.7,2020
17,17,5600000,1.0,39.3,2007
4,9,5600000,1.0,33.0,1975
14,17,5600000,1.0,45.8,2018
11,27,5600000,1.0,47.3,2013
5,10,5650000,1.0,35.0,1986
3,5,5650000,1.0,31.0,1967
6,17,5690000,1.0,38.4,2020
11,14,5699000,1.0,31.1,2019
15,16,5690000,1.0,36.3,2015
3,14,5650000,1.0,35.2,2021
9,18,5650000,1.0,49.0,2007
6,20,5675000,1.0,40.67,2026
16,17,5650000,1.0,37.3,2021
5,25,5700000,1.0,30.0,2021
3,17,5700000,1.0,42.46,2022
1,6,5700000,1.0,44.0,2005
17,19,5700000,1.0,36.7,2019
19,27,5700000,1.0,48.1,2014
4,16,5700000,1.0,35.4,2007
8,14,5700000,1.0,35.8,2017
12,19,5700000,1.0,36.6,2021
3,10,5700000,1.0,31.2,1991
3,15,5700000,1.0,31.1,2007
1,4,5750000,1.0,41.8,2007
7,27,5750000,1.0,26.2,2024
1,4,5790000,1.0,30.9,1962
7,9,5800000,1.0,35.2,1979
3,25,5800000,1.0,27.0,2020
14,17,5800000,1.0,44.8,2019
17,17,5800000,1.0,40.7,2012
2,17,5800000,1.0,37.4,2021
11,12,5800000,1.0,27.7,2024
13,19,5800000,1.0,39.0,2007
3,5,5800000,1.0,35.8,1932
2,5,5800000,1.0,32.1,1960
9,25,5800000,1.0,29.98,2007
18,25,5800000,1.0,37.7,2019
9,9,5800000,1.0,40.0,2007
5,6,5800000,1.0,60.2,2020
9,25,5890000,1.0,29.11,2025
23,25,5850000,1.0,43.0,2025
8,22,5850000,1.0,41.6,2025
3,10,5950000,1.0,37.3,2017
1,10,5900000,1.0,35.1,2020
18,25,5900000,1.0,34.0,2025
8,17,5990000,1.0,36.8,2008
9,25,5999000,1.0,27.7,2014
8,22,5900000,1.0,24.3,2020
7,16,5900000,1.0,39.3,2010
8,10,5950000,1.0,37.5,2003
10,10,5900000,1.0,33.3,1994
4,25,5900000,1.0,27.3,2019
17,17,5950000,1.0,42.0,2017
12,19,5900000,1.0,45.0,2021
6,10,5950000,1.0,35.8,2014
4,13,5900000,1.0,36.9,2025
8,13,5900000,1.0,38.6,2007
3,4,6000000,1.0,32.2,2007
1,9,6000000,1.0,37.9,2007
4,4,6000000,1.0,42.0,2007
24,25,6000000,1.0,38.0,2007
13,26,6000000,1.0,48.3,2026
10,25,6000000,1.0,39.8,2011
6,15,6000000,1.0,44.2,2014
11,14,6000000,1.0,35.2,2025
2,9,6000000,1.0,23.8,2023
8,12,6000000,1.0,32.9,2007
5,22,6000000,1.0,40.0,2020
2,13,6000000,1.0,41.4,2025
9,15,6000000,1.0,37.0,2018
1,9,6000000,1.0,35.6,2007
6,12,6099000,1.0,38.7,2017
18,21,6080000,1.0,33.75,2025
3,14,6100000,1.0,37.2,2015
4,15,6100000,1.0,38.5,2014
6,22,6100000,1.0,48.8,2024
15,26,6100000,1.0,47.7,2017
14,18,6100000,1.0,40.9,2022
13,18,6100000,1.0,44.2,2014
9,17,6100000,1.0,24.3,2026
6,17,6100000,1.0,45.2,2015
3,15,6150000,1.0,36.2,2022
13,20,6150000,1.0,36.3,2022
7,17,6150000,1.0,44.9,2010
4,5,6200000,1.0,36.1,1960
4,10,6298000,1.0,39.1,2006
13,26,6200000,1.0,42.0,2016
1,22,6210000,1.0,38.6,2019
2,10,6200000,1.0,33.9,2000
2,5,6200000,1.0,39.1,2000
13,18,6200000,1.0,36.3,2016
1,10,6297000,1.0,31.8,2007
6,17,6200000,1.0,40.0,2008
6,12,6250000,1.0,36.6,2015
15,22,6249999,1.0,36.6,2016
13,17,6300000,1.0,24.8,2022
6,25,6300000,1.0,43.0,2024
16,24,6300000,1.0,37.6,2022
1,29,6300000,1.0,43.2,2012
4,10,6300000,1.0,42.0,2007
3,9,6300000,1.0,43.8,2007
1,10,6390000,1.0,37.9,1993
9,14,6380000,1.0,32.0,2007
10,26,6350000,1.0,39.6,2016
4,5,6350000,1.0,40.0,1960
6,7,6350000,1.0,31.77,2025
18,25,6370000,1.0,38.0,2026
8,18,6480000,1.0,42.9,2019
5,19,6450000,1.0,43.09,2011
9,30,6400000,1.0,27.7,2024
6,9,6400000,1.0,38.4,1985
22,22,6490000,1.0,37.0,2007
26,26,6400000,1.0,43.1,2007
5,10,6480000,1.0,43.2,2011
2,24,6490000,1.0,42.8,2022
2,4,6400000,1.0,46.7,2020
2,8,6400000,1.0,34.1,1996
4,12,6400000,1.0,35.8,1991
11,18,6500000,1.0,42.0,2021
7,7,6500000,1.0,36.7,2007
4,12,6500000,1.0,43.5,2008
1,4,6500000,1.0,30.7,1964
4,4,6500000,1.0,32.0,2007
3,12,6500000,1.0,34.9,1988
5,19,6500000,1.0,35.0,2016
7,10,6500000,1.0,44.8,2009
1,4,6500000,1.0,41.7,2015
1,4,6500000,1.0,32.4,1963
12,26,6500000,1.0,32.89,2025
18,25,6500000,1.0,35.0,2021
4,6,6500000,1.0,39.6,1962
5,10,6500000,1.0,31.3,1991
8,10,6500000,1.0,47.4,2013
9,16,6500000,1.0,54.7,2012
3,10,6500000,1.0,38.0,2012
8,15,6500000,1.0,31.44,2007
17,25,6500000,1.0,31.1,2022
3,19,6500000,1.0,45.0,2020
7,25,6500000,1.0,25.26,2025
9,10,6500000,1.0,38.0,2015
12,30,6500000,1.0,34.7,2024
21,27,6500000,1.0,40.4,2013
1,10,6590000,1.0,31.8,2016
21,25,6649000,1.0,40.0,2007
7,26,6600000,1.0,37.2,2007
9,17,6600000,1.0,38.4,2009
20,22,6600000,1.0,43.1,2017
6,27,6600000,1.0,45.9,2023
19,25,6600000,1.0,40.2,2007
16,17,6700000,1.0,35.0,2007
15,25,6700000,1.0,38.1,2019
19,21,6700000,1.0,38.0,2025
5,26,6700000,1.0,36.9,2021
11,21,6650000,1.0,26.2,2024
17,19,6700000,1.0,37.0,2011
6,13,6700000,1.0,28.0,2021
7,16,6700000,1.0,40.0,2012
2,19,6700000,1.0,36.6,2017
9,18,6700000,1.0,36.7,2007
3,9,6700000,1.0,34.5,1985
7,10,6700000,1.0,44.4,2007
2,17,6650000,1.0,45.0,2010
4,10,6730000,1.0,37.0,2007
11,19,6650000,1.0,43.0,2015
19,19,6680000,1.0,33.0,2019
11,20,6790000,1.0,40.15,2022
2,9,6750000,1.0,38.5,2019
18,26,6750000,1.0,39.0,2019
2,4,6750000,1.0,31.9,1962
13,16,6750000,1.0,45.0,2007
9,13,6750000,1.0,36.0,2025
7,25,6800000,1.0,41.1,2007
9,10,6800000,1.0,40.2,1998
3,17,6860000,1.0,39.2,2024
2,8,6800000,1.0,43.06,2025
12,18,6800000,1.0,22.0,2025
4,24,6850000,1.0,36.7,2025
3,9,6800000,1.0,42.4,2010
6,9,6890000,1.0,40.1,2006
16,17,6800000,1.0,37.2,2017
2,9,6890000,1.0,33.0,1973
11,26,6800000,1.0,33.0,2018
12,18,6800000,1.0,47.05,2025
4,16,6890000,1.0,40.6,2009
7,25,6800000,1.0,38.9,2019
7,23,6840000,1.0,35.5,2007
13,26,6800000,1.0,31.0,2017
4,17,6900000,1.0,37.8,2017
1,10,6900000,1.0,39.4,1998
16,26,6900000,1.0,31.0,2017
14,14,6900000,1.0,41.0,2009
2,24,6900000,1.0,28.7,2007
9,19,6900000,1.0,51.7,2023
1,25,6950000,1.0,43.0,2021
3,27,6990000,1.0,42.7,2024
4,10,6950000,1.0,36.2,2018
12,25,6980000,1.0,39.4,2021
2,25,6990000,1.0,50.9,2024
14,17,6950000,1.0,42.0,2024
4,17,6999000,1.0,39.7,2023
4,9,6990000,1.0,29.5,1969
2,24,6970000,1.0,45.0,2007
16,25,6950000,1.0,38.6,2019
12,25,6999000,1.0,34.9,2021
2,17,7000000,1.0,51.7,2007
10,23,7000000,1.0,28.2,2022
12,12,7000000,1.0,42.7,2007
10,10,7000000,1.0,41.5,2012
6,17,7000000,1.0,36.3,2014
2,26,7000000,1.0,41.0,2020
2,17,7000000,1.0,34.8,2024
2,16,7000000,1.0,40.3,2010
5,11,7000000,1.0,47.0,2007
7,9,7000000,1.0,33.0,1975
17,26,7000000,1.0,28.9,2016
6,20,7049999,1.0,45.8,2015
13,21,7100000,1.0,32.7,2019
7,10,7100000,1.0,40.7,2005
4,9,7100000,1.0,46.0,2007
19,19,7100000,1.0,34.0,2007
5,5,7100000,1.0,43.8,1930
1,6,7200000,1.0,42.0,2007
20,24,7200000,1.0,40.13,2028
9,17,7200000,1.0,30.4,2007
3,4,7200000,1.0,32.2,1963
2,7,7280000,1.0,35.6,1995
4,17,7250000,1.0,41.5,2025
18,23,7300000,1.0,38.4,2025
10,22,7300000,1.0,39.5,2016
11,24,7300000,1.0,38.8,2018
1,10,7300000,1.0,51.0,2007
12,16,7300000,1.0,52.8,2003
2,9,7400000,1.0,29.3,1969
7,8,7400000,1.0,40.1,2020
16,25,7350000,1.0,43.0,2022
4,17,7350000,1.0,54.3,2014
2,6,7400000,1.0,46.0,2007
8,12,7400000,1.0,49.0,2007
19,25,7390000,1.0,39.6,2007
4,10,7350000,1.0,35.3,2007
11,25,7450000,1.0,35.6,2026
7,17,7500000,1.0,30.9,2016
8,25,7500000,1.0,22.7,2022
17,25,7500000,1.0,37.6,2023
12,13,7500000,1.0,38.9,2021
7,17,7500000,1.0,39.0,2023
3,14,7590000,1.0,42.2,2022
9,9,7500000,1.0,33.0,1977
7,16,7500000,1.0,39.7,2012
17,25,7500000,1.0,28.8,2015
7,24,7500000,1.0,37.2,2007
10,19,7500000,1.0,46.1,2023
12,25,7500000,1.0,32.8,2007
9,18,7630000,1.0,44.0,2011
19,25,7600000,1.0,38.4,2013
6,25,7700000,1.0,39.9,2014
10,18,7700000,1.0,32.0,2024
3,18,7690000,1.0,51.5,2025
11,25,7690000,1.0,42.0,2007
2,10,7800000,1.0,42.6,2022
17,25,7800000,1.0,39.3,2013
9,20,7750000,1.0,49.7,2025
13,17,7800000,1.0,34.9,2007
5,21,7800000,1.0,34.2,2019
6,18,7800000,1.0,46.1,2023
5,14,7800000,1.0,39.9,2007
4,13,7850000,1.0,36.96,2026
14,25,7880000,1.0,38.2,2007
3,10,7990000,1.0,39.0,2007
5,10,7900000,1.0,38.7,1993
14,19,7990000,1.0,46.1,2016
15,21,7990000,1.0,39.4,2024
2,10,7900000,1.0,37.3,2021
3,25,7999000,1.0,41.0,2018
7,16,7980000,1.0,30.0,2007
6,13,8000000,1.0,33.0,2025
6,10,8000000,1.0,41.0,2007
23,26,8000000,1.0,50.0,2007
10,29,8000000,1.0,41.96,2025
7,17,8000000,1.0,48.0,2007
6,6,8000000,1.0,50.19,2007
14,25,8100000,1.0,36.2,2007
11,25,8100000,1.0,35.5,2007
12,20,8100000,1.0,43.1,2016
16,26,8100000,1.0,39.0,2016
21,24,8100000,1.0,47.7,2007
8,9,8100000,1.0,46.2,2024
10,19,8100000,1.0,51.7,2023
9,24,8200000,1.0,39.3,2018
14,17,8200000,1.0,46.2,2007
11,16,8200000,1.0,40.1,2005
5,27,8200000,1.0,43.0,2013
25,27,8250000,1.0,38.9,2007
9,23,8300000,1.0,37.6,2023
11,25,8300000,1.0,43.4,2016
21,25,8450000,1.0,40.0,2018
4,10,8400000,1.0,46.0,2010
6,25,8500000,1.0,35.8,2014
3,15,8500000,1.0,35.8,2021
20,26,8500000,1.0,40.2,2025
3,25,8500000,1.0,38.8,2016
23,26,8500000,1.0,38.9,2015
13,25,8500000,1.0,42.6,2015
23,24,8500000,1.0,41.0,2025
15,27,8500000,1.0,45.3,2014
8,26,8500000,1.0,39.7,2020
12,17,8500000,1.0,41.79,2024
4,21,8550000,1.0,53.4,2012
15,19,8600000,1.0,51.2,2023
7,18,8700000,1.0,43.9,2008
16,22,8700000,1.0,34.1,2019
8,9,8699000,1.0,63.7,2001
5,17,8800000,1.0,38.9,2024
5,21,8950000,1.0,41.4,2017
4,26,8900000,1.0,48.1,2018
16,18,8930000,1.0,40.5,2016
11,23,8990000,1.0,37.6,2023
5,10,9000000,1.0,42.2,2010
12,21,9000000,1.0,60.0,2011
13,18,9000000,1.0,39.2,2014
5,21,9000000,1.0,43.4,2019
5,25,9000000,1.0,42.5,2016
7,20,9000000,1.0,39.0,2022
5,17,9000000,1.0,41.0,2023
2,18,9100000,1.0,49.1,2008
10,16,9100000,1.0,35.3,2025
13,16,9200000,1.0,38.7,2007
2,4,9400000,1.0,30.2,2007
4,22,9350000,1.0,51.0,2015
15,20,9400000,1.0,55.0,2018
6,14,9460000,1.0,62.1,2007
21,26,9450000,1.0,43.2,2019
3,25,9500000,1.0,52.0,2007
4,5,9600000,1.0,38.2,2021
6,9,9700000,1.0,30.0,1973
12,19,9700000,1.0,68.5,2023
11,19,9700000,1.0,68.5,2023
3,12,9650000,1.0,42.0,2018
5,25,9990000,1.0,39.0,2007
6,16,10000000,1.0,41.4,2024
8,13,10000000,1.0,54.0,2011
3,9,9950000,1.0,35.0,2014
2,21,10000000,1.0,55.5,2019
15,20,10120000,1.0,46.0,2022
17,21,10189000,1.0,51.7,2012
4,9,10390000,1.0,48.0,2007
12,16,10350000,1.0,45.0,2024
8,17,10500000,1.0,45.3,2007
19,20,10599000,1.0,52.0,2007
20,25,10800000,1.0,36.8,2023
23,23,10999000,1.0,39.0,2021
12,25,11000000,1.0,45.8,2007
4,9,11000000,1.0,54.0,2007
8,32,11500000,1.0,39.5,2025
13,25,11900000,1.0,45.0,2007
5,16,12000000,1.0,52.7,2007
14,23,12000000,1.0,40.7,2007
12,18,12233333,1.0,34.0,2024
10,16,12500000,1.0,59.34,2025
2,11,12700000,1.0,54.4,2025
3,19,12800000,1.0,63.2,2011
1,25,13000000,1.0,46.2,2007
9,12,13000000,1.0,44.3,2007
7,20,13000000,1.0,50.3,2017
6,25,13000000,1.0,43.0,2007
23,25,13200000,1.0,50.0,2007
23,25,13500000,1.0,61.1,2018
9,21,9800000,2.0,52.4,2011
14,16,10500000,2.0,73.03,2007
16,25,9500000,2.0,53.9,2017
7,25,42000000,2.0,76.0,2022
1,6,25000000,2.0,76.4,2019
10,24,9300000,2.0,64.5,2007
20,25,14600000,2.0,56.0,2023
14,24,12900000,2.0,54.1,2021
4,25,10800000,2.0,39.0,2022
3,10,13000000,2.0,74.5,2009
1,5,3200000,1.0,30.0,1975
2,6,3500000,1.0,43.2,2024
3,9,3700000,1.0,27.8,1989
1,10,3900000,1.0,42.3,2007
7,10,4000000,1.0,30.0,1987
3,7,9700000,1.0,39.7,2023
2,22,9328000,2.0,44.0,2028
10,20,7400000,2.0,41.0,2024
10,10,5000000,2.0,56.4,2014
6,23,6459200,2.0,36.7,2027
6,18,7256985,2.0,42.0,2009
8,9,3900000,2.0,45.9,1976
3,9,11460000,2.0,48.66,2028
4,15,12500000,2.0,75.1,2010
1,9,6500000,2.0,51.9,1974
1,22,10917200,2.0,55.7,2028
9,29,12000000,2.0,59.78,2025
9,29,12000000,2.0,59.78,2024
14,17,5400000,2.0,59.7,2022
3,5,4290000,2.0,44.9,1972
2,5,4400000,2.0,42.0,1961
11,12,8230000,2.0,59.7,2028
3,3,4550000,2.0,48.9,2007
5,5,4990000,2.0,42.6,1963
24,28,9500000,2.0,54.5,2026
2,17,5500000,2.0,56.0,2024
10,10,5400000,2.0,50.0,2007
3,23,7490900,2.0,43.3,2027
8,17,6400000,2.0,52.5,2015
10,10,5500000,2.0,52.0,1989
16,23,11582500,2.0,56.5,2028
12,17,6500000,2.0,42.4,2025
9,9,6050000,2.0,47.2,1982
6,14,13890000,2.0,74.26,2028
5,5,3300000,2.0,44.2,1966
4,14,9703000,2.0,42.38,2026
1,5,3200000,2.0,44.9,1966
18,28,11500000,2.0,59.8,2026
5,9,3700000,2.0,43.1,1970
6,23,9687830,2.0,57.7,2027
2,9,4250000,2.0,43.6,1968
7,14,12460000,2.0,67.49,2028
3,10,9200000,2.0,56.0,2008
7,22,13868800,2.0,70.4,2028
6,9,4780000,2.0,48.0,2007
13,14,14640000,2.0,74.73,2028
2,29,8590000,2.0,64.0,2024
4,5,3000000,2.0,43.4,1966
23,26,6700000,2.0,46.26,2026
3,22,8700000,2.0,68.5,2023
16,25,9500000,2.0,53.9,2017
3,12,8770000,2.0,62.7,2028
23,25,9290000,2.0,40.0,2022
2,9,4000000,2.0,41.6,1984
8,11,5925495,2.0,45.6,2028
8,10,10200000,2.0,70.0,2007
5,5,3400000,2.0,42.0,1962
9,9,11560000,2.0,81.53,2026
10,17,4150000,2.0,37.3,2007
2,2,3500000,2.0,47.4,2007
14,20,11000000,2.0,48.0,2026
1,6,4200000,2.0,75.4,2024
1,5,3890000,2.0,42.8,1965
19,23,7749720,2.0,45.6,2027
4,5,4300000,2.0,45.0,2007
1,10,4100000,2.0,63.9,2024
6,9,13576471,2.0,65.28,2027
4,4,4500000,2.0,45.0,1959
1,5,4200000,2.0,42.9,2007
7,9,9000000,2.0,63.6,2028
5,5,4599000,2.0,43.0,1965
3,3,4200000,2.0,45.7,1961
4,23,10563371,2.0,63.7,2027
4,17,4250000,2.0,44.7,2007
2,15,9790000,2.0,60.3,2027
1,5,4899000,2.0,52.7,2012
2,5,4290000,2.0,44.0,1982
2,7,15750000,2.0,90.0,2025
5,5,4900000,2.0,44.4,1969
1,5,4250000,2.0,44.0,1980
16,23,10414600,2.0,60.2,2027
9,9,5100000,2.0,44.0,2007
6,9,4300000,2.0,43.1,1988
19,30,12917647,2.0,62.02,2027
6,16,5148000,2.0,37.0,2007
5,5,4400000,2.0,43.1,2007
8,9,11390000,2.0,68.18,2026
3,5,5250000,2.0,41.0,2013
2,9,4400000,2.0,42.5,1960
15,20,10400000,2.0,46.2,2026
4,6,5300000,2.0,49.3,1935
3,10,4450000,2.0,43.2,1975
7,9,13658824,2.0,62.85,2027
5,5,5300000,2.0,52.3,2007
1,3,4500000,2.0,46.4,2007
2,11,5212092,2.0,40.7,2028
1,10,5350000,2.0,50.3,1992
1,9,4500000,2.0,38.0,2023
11,24,12400000,2.0,57.4,2028
8,10,5390000,2.0,50.8,1986
5,5,4500000,2.0,43.2,1975
4,25,7864480,2.0,39.52,2025
6,9,5400000,2.0,42.3,2007
1,5,4550000,2.0,42.6,1964
2,9,11090000,2.0,69.46,2026
9,9,5570000,2.0,50.6,2007
3,5,4800000,2.0,43.0,2007
19,24,12550000,2.0,63.5,2028
1,5,5500000,2.0,43.3,1967
4,9,4999999,2.0,37.3,2017
17,17,6700000,2.0,59.0,2025
1,9,3900000,2.0,42.9,2007
2,10,6000000,2.0,49.9,2008
14,29,11847059,2.0,53.87,2026
14,17,3750000,2.0,42.0,2014
2,14,10103000,2.0,45.96,2026
4,5,6050000,2.0,42.0,1967
9,9,6300000,2.0,45.6,2007
26,30,13588235,2.0,68.71,2027
7,9,5050000,2.0,52.6,1978
3,25,10562580,2.0,49.8,2025
5,9,6180000,2.0,43.1,1973
7,12,8600000,2.0,53.9,2007
17,29,11400000,2.0,65.5,2025
9,12,10500000,2.0,67.6,2007
4,5,4100000,2.0,44.1,1964
2,9,22820000,2.0,159.7,2025
2,5,7950000,2.0,54.8,1994
3,5,3350000,2.0,44.0,1979
23,29,9764706,2.0,37.68,2026
4,18,9700000,2.0,60.7,2020
1,5,7200000,2.0,46.0,1962
2,8,21800000,2.0,130.6,2025
4,10,5500000,2.0,58.1,2007
5,5,3350000,2.0,43.7,1967
